VENDOR,SUPPLIER CODE,ITEM CODE,SHORT DESCRIPTION,NOTES,NZ RRP EXCL,NZ DEALER EXCL
AVPro Edge,AC-DA-12X2,AC-DA-12X2,"48Gbps HDMI scaling distribution amplifier with one input, dual outputs",Replacement for AC-DA12-AUHD,$344,$241
AVPro Edge,AC-DA-14X2,AC-DA-14X2,"48Gbps HDMI scaling distribution amplifier with one input, and four outputs",Replacement for AC-DA14-AUHD / AC-DA-14X,$476,$333
AVPro Edge,AC-DA-18X2,AC-DA-18X2,"48Gbps HDMI scaling distribution amplifier with one input, and eight outputs",Replacement for AC-DA18-AUHD,$845,$592
AVPro Edge,AC-DA210-HDBT,AC-DA210-HDBT,"HDBaseT 2x10 Distribution Amplifier (2 HDMI In, 2 HDMI Out, 8 HDBT Out) (4K60 4:4:4 Max w/ ICT). NO Receivers included. Compatible Receivers are: AC-EX70-UHD-R2 & AC-EX70-444-RNE",Compatible receivers: AC-EX70-UHD-R2 & AC-EX70-444-RNE (must be purchased separately - not included with DA),"$4,327","$3,029"
AVPro Edge,AC-DAC-CO2,AC-DAC-CO2,Digital to Analog Audio Converter,,$164,$115
AVPro Edge,AC-DANTE-AMP2CH,AC-DANTE-AMP2CH,"1G Networked audio decoder with built in amplifier. 25W per channel at 4 omhs, Dante and AES67 Support",Formerly AC-DANTE-2CH-AMP,$909,$636
AVPro Edge,AC-DANTE-D,AC-DANTE-D,"1G Dante Decoder, Standalone, External Power",,$543,$380
AVPro Edge,AC-DANTE-E,AC-DANTE-E,"1G Dante Encoder, Standalone, External Power",,$543,$380
AVPro Edge,AC-EDID-X,AC-EDID-X,Plug-and-play HDMI EDID Manager,*New!,$148,$103
AVPro Edge,AC-EX100-444-KIT-GEN2,AC-EX100-444-KIT-GEN2,"HDBaseT (CAT6) Extender Kit. ICT 18G, 100m 4K (100m HD) Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. PLUS - ARC & Host/Device USB 2.0 (KVM); Has bi-directional USB host. ",,"$2,375","$1,663"
AVPro Edge,AC-EX150-BKT,AC-EX150-BKT,"HDBaseT (CAT6) Extender Kit. 10.2G, 100m 4K (150m HD) Extender Set with Bi Directional 24V Power, RS232, IR, 4K60 4:4:4 / 4:2:2 / 4:2:0",,$923,$646
AVPro Edge,AC-EX40-444-10KIT,AC-EX40-444-10KIT,"10 Pack of AC-EX40-444-KIT HDBaseT (CAT6) Extender Kit. ICT 18G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4.",10 Pack,"$12,008","$8,406"
AVPro Edge,AC-EX40-444-KIT,AC-EX40-444-KIT,"HDBaseT (CAT6) Extender Kit. ICT 18G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. ",,"$1,235",$865
AVPro Edge,AC-EX40-444-KIT-TAA,AC-EX40-444-KIT-TAA,"TAA Approved! HDBaseT (CAT6) Extender Kit. ICT 18G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. ",*TAA Approved,"$2,313","$1,619"
AVPro Edge,AC-EX40-444-KIT-W,AC-EX40-444-KIT-W,"Weatherproof! HDBaseT (CAT6) Extender Kit. ICT 18G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. ",*Weatherproof,"$2,682","$1,877"
AVPro Edge,AC-EX40-444-PLUS-KIT,AC-EX40-444-PLUS-KIT,"HDBaseT (CAT6) Extender Kit. ICT 18G, 40m 4K (70m HD) Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. PLUS - ARC & Selectable Host/Device USB 2.0 (KVM/PTZ)",,"$1,710","$1,197"
AVPro Edge,AC-EX70-444-KIT,AC-EX70-444-KIT,"HDBaseT (CAT6) Extender Kit. ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR and Ethernet. ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. Features Long Range mode for 150m 1080P transmission",,"$1,520","$1,064"
AVPro Edge,AC-EX70-444-KIT-TAA,AC-EX70-444-KIT-TAA,"TAA Approved! HDBaseT (CAT6) Extender Kit. ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR and Ethernet. ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. Features Long Range mode for 150m 1080P transmission",*TAA Approved,"$2,945","$2,061"
AVPro Edge,AC-EX70-444-RNE,AC-EX70-444-RNE,"HDBaseT (CAT6) RECEIVER ONLY. ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. ","Compatible with AC-MX-44HDBT, AC-MX-88HDBT & AXION Matrixes as well as AC-CXxx line of wall plates.",$983,$688
AVPro Edge,AC-EX70-444-RNE-P,AC-EX70-444-RNE-P,"HDBaseT (CAT6) RECEIVER & POWER SUPPLY. ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. ",Use with CX Wallplates,"$1,038",$727
AVPro Edge,AC-EX70-444-RNE-W,AC-EX70-444-RNE-W,"Weatherproof! HDBaseT (CAT6) RECEIVER ONLY. ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. ",*Weatherproof,"$2,129","$1,490"
AVPro Edge,AC-EX70-444-TNE,AC-EX70-444-TNE,"HDBaseT 100M (CAT6) Transmitter ONLY w/ I-Pass, RS232, IR, ICT for full HDR/HDMI Pass-Through. Full HDR, 4K60 4:4:4. Bi-Directional Power (100M HD, 70M 4K)",,$983,$688
AVPro Edge,AC-EX70-SC2-R,AC-EX70-SC2-R,"HDBaseT 70M Receiver with Scaler/Fixed RGB function, and No-Drop handshake management/custom JPG Compatible to AC-MX-xxHDBT Matrices and all CX Series switchers and Wall Plates. No POE.",Compatible with AC-MXxxHDBT Matrices and all CX Series switchers and Wall Plates.,"$1,324",$927
AVPro Edge,AC-EX70-UHD-10KIT,AC-EX70-UHD-10KIT,"10 Pack of AC-EX70-UHD-KIT HDBaseT (CAT6) Extender Kit. 10.2G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. 4K60 4:2:0 Max, HDR/HLG: 4K30 4:2:0 12 BIT, 4K30 4:2:2 12 BIT, Dolby Vision 30 FPS",10 Pack,"$8,775","$6,142"
AVPro Edge,AC-EX70-UHD-ARC,AC-EX70-UHD-ARC,"HDBaseT (CAT6) Extender Kit. 10.2G, 40m 4K (70m HD) Extender with Bi Directional 12V Power, RS232, IR . 4K60 4:2:0 Max. This point to point, HDMI extender uses HDBaseT technology to transfer ARC bi-directionally, alongside the HDMI signal of audio, video, power & control, it features EDID management for maximum interoperability and can carry 1080p signals 70 meters and 4K30 signals 40 meters. ",,$993,$695
AVPro Edge,AC-EX70-UHD-ARC-10KIT,AC-EX70-UHD-ARC-10KIT,"10 Pack of AC-EX70-UHD-ARC HDBaseT (CAT6) Extender Kit. 10.2G, 40m 4K (70m HD) Extender with Bi Directional 12V Power, RS232, IR . 4K60 4:2:0 Max. This point to point, HDMI extender uses HDBaseT technology to transfer ARC bi-directionally, alongside the HDMI signal of audio, video, power & control, it features EDID management for maximum interoperability and can carry 1080p signals 70 meters and 4K30 signals 40 meters. ",10 Pack,"$9,655","$6,759"
AVPro Edge,AC-EX70-UHD-BKT,AC-EX70-UHD-BKT,"HDBaseT (CAT6) Extender Kit. 10.2G, 40m 4K (70m HD) Extender with Bi Directional 12V Power, RS232, IR . 4K60 4:2:0 Max",This must be used as a kit – not for use as a transmitter or receiver for any matrix switch,$668,$468
AVPro Edge,AC-EX70-UHD-KIT,AC-EX70-UHD-KIT,"HDBaseT (CAT6) Extender Kit. 10.2G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. 4K60 4:2:0 Max, HDR/HLG: 4K30 4:2:0 12 BIT, 4K30 4:2:2 12 BIT, Dolby Vision 30 FPS",,$903,$632
AVPro Edge,AC-EX70-UHD-KIT-TAA,AC-EX70-UHD-KIT-TAA,"TAA Approved! HDBaseT (CAT6) Extender Kit. 10.2G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. 4K60 4:2:0 Max, HDR/HLG: 4K30 4:2:0 12 BIT, 4K30 4:2:2 12 BIT, Dolby Vision 30 FPS",*TAA Approved,"$1,428","$1,000"
AVPro Edge,AC-EX70-UHD-R2,AC-EX70-UHD-R2,"HDBaseT (CAT6) RECEIVER ONLY 10.2G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR. 4K60 4:2:0 Max, HDR/HLG: 4K30 4:2:0 12 BIT, 4K30 4:2:2 12 BIT, Dolby Vision 30 FPS ***Does not include PSU***",Formerly AC-EX70-UHD-R,$476,$334
AVPro Edge,AC-EXO-444-KIT,AC-EXO-444-KIT,"Single-mode Fiber HDMI Extender Kit. Transfer HDMI distances as great as 2 km, up to 4K/60 fps Bandwidth (Using Invisible Compression Technology), supports HDMI 2.0a, 2.0b, and HDCP 2.2, EDID Management, including EDID Emulation. TX and RX include HD and UHD Test Patterns.",,"$2,658","$1,861"
AVPro Edge,AC-EXO-X-PLUS-KIT,AC-EXO-X-PLUS-KIT,"8K 48Gbps Fiber Optic Extension Kit 48 Gbps Uncompressed Signal Transmission Bandwidth over OM4 Fiber,eARC/ARC Support, USB 2.0/480 Mbps extension for KVM Applications, full 1Gbps Ethernet extension to smart displays or streaming devices.",*Replaces the AC-EXO-X-KIT,"$3,005","$2,103"
AVPro Edge,AC-EXUSB-2-KIT,AC-EXUSB-2-KIT,USB 2.0 Point to Point Extender Kit over CAT5e--480mbps. ,,$780,$546
AVPro Edge,AC-EXUSB-2-KIT-TAA,AC-EXUSB-2-KIT-TAA,TAA Approved! USB 2.0 Point to Point Extender Kit over CAT5e--480mbps. ,*TAA Approved,"$1,339",$937
AVPro Edge,AC-EXUSB-3-KIT,AC-EXUSB-3-KIT,100-metre extension kit for USB 3.2 Gen 1 with a USB-C host and a four USB-A port hub connected via category cable,,"$1,206",$844
AVPro Edge,AC-EXUSB-3-KIT-TAA,AC-EXUSB-3-KIT-TAA,TAA Approved! 100-metre extension kit for USB 3.2 Gen 1 with a USB-C host and a four USB-A port hub connected via category cable,*TAA Approved,"$1,891","$1,324"
AVPro Edge,AC-EXUSB-3-WP-KIT,AC-EXUSB-3-WP-KIT,100-metre Wall Plate Extension Kit for USB 3.2 Gen 1 with integrated USB-C power delivery for laptop charging (US Wall plate) - White,"*New!* Standard with US faceplate. EU/UK version available, but ex-indent & must be specified as ""SKU""-EU","$2,770","$1,939"
AVPro Edge,AC-EXUSB-3-WP-KIT-B,AC-EXUSB-3-WP-KIT-B,100-metre Wall Plate Extension Kit for USB 3.2 Gen 1 with integrated USB-C power delivery for laptop charging (US Wall plate) - Black,"*New!* Standard with US faceplate. EU/UK version available, but ex-indent & must be specified as ""SKU""-EU","$2,770","$1,939"
AVPro Edge,AC-EZRACK-15,AC-EZRACK-15,"15 Port Extender Rack, with easy to interchange thumb screws. Fits ALL Extenders",,$361,$253
AVPro Edge,AC-EZRACK-15-TAA,AC-EZRACK-15-TAA,"TAA Approved! 15 Port Extender Rack, with easy to interchange thumb screws. Fits ALL Extenders",*TAA Approved,"$1,773","$1,241"
AVPro Edge,AC-FRESCO-44,AC-FRESCO-44,"18Gbps HDMI 4x4 Matrix Switch with Seamless Switching for Video Wall w/ 4 HDMI inputs, Built to display one source across 4 displays. ",,"$4,008","$2,806"
AVPro Edge,AC-FRESCO-4X,AC-FRESCO-4X,8k Plug and Play 2x2 VideoWall Processor,,"$2,845","$1,992"
AVPro Edge,AC-FRESCO-CAP-4,AC-FRESCO-CAP-4,1x4 Video Wall Processor with balanced audio extraction and HDMI loop out for cascading or larger walls; 4K60 4:4:4 support; Universal Scaler,,"$2,207","$1,545"
AVPro Edge,AC-IRTX-VIS-10,AC-IRTX-VIS-10,Visible Light (Red) IR Emitter Eye - 10 Pack,,$119,$83
AVPro Edge,AC-MAX-24,AC-MAX-24,24 port 2 channel audio matrix with dual AEX inputs and outputs,,"$3,061","$2,142"
AVPro Edge,AC-MV-41,AC-MV-41,"Mutli Viewer with Four Scalable 4K/60 fps Capable Source Window Channels, Mix SD, HD, and Ultra HD HDMI Sources in Any Combination, Recallable Presets, source-sharing HDMI 2.0 Loop-through Outputs, Standard and Customizable Full Screen, Picture-in-Picture, and Quad Layouts",,"$3,083","$2,158"
AVPro Edge,AC-MX-1616,AC-MX-1616,"18Gbps HDMI 16x16 Matrix w/Audio Deembedding/Matrix (Full HDR, 4K60 4:4:4)",,"$12,563","$8,794"
AVPro Edge,AC-MX-42,AC-MX-42,"18Gbps True 4K60 4:4:4, 4x2 Matrix & Auto Switch/AVR Bypass",,$973,$681
AVPro Edge,AC-MX-42X,AC-MX-42X,8K 4x2 HDMI Matrix Switcher - Handling up to 40Gbps signals with built-in downscaling for legacy devices,,"$1,109",$776
AVPro Edge,AC-MX-44,AC-MX-44,"18Gbps HDMI 4x4 Matrix w/ Dual Audio Deembedding/Matrix with built in scalers and audio delay (Full HDR, 4K60 4:4:4)",,"$2,999","$2,100"
AVPro Edge,AC-MX-44HDBT,AC-MX-44HDBT,"18Gbps 4x4 HDBaseT Matrix with ICT and Uncompressed mirrored HDMI, IR Routing, RS232, Audio Matrixing (Full HDR, 4K60 4:4:4)",,"$4,985","$3,490"
AVPro Edge,AC-MX-44X,AC-MX-44X,8K 48 Gbps HDMI 4x4 Matrix Switcher,,"$3,796","$2,657"
AVPro Edge,AC-MX-82RM,AC-MX-82RM,"18Gbps True 4K60 4:4:4, 8x2 Matrix & Auto Switch/AVR Bypass (RACK VERSION)",,"$1,416",$991
AVPro Edge,AC-MX-88,AC-MX-88,"18Gbps HDMI 8x8 Matrix w/ Dual Audio Deembedding/Matrix with built in scalers and audio delay (Full HDR, 4K60 4:4:4); Updated EDID management and Audio Features ",,"$5,544","$3,881"
AVPro Edge,AC-MX-88HDBT,AC-MX-88HDBT,"18Gbps 8x8 HDBaseT Matrix with ICT and Uncompressed mirrored HDMI, IR Routing, Encapsulated RS232 Command Routing, Audio Matrixing, Scalers, EDID Management, Audio Delay. IR, RS232 and Ethernet Control with Web GUI. Major control drivers and API available. Full HDR, 4K60 4:4:4; grounded chassis; 2 U model",,"$11,384","$7,969"
AVPro Edge,AC-MX-88X,AC-MX-88X,"40Gbps 8 HDMI input, 8 HDMI output 8K Matrix Switcher",,"$10,132","$7,092"
AVPro Edge,AC-MXNET-10G-HDRACK,AC-MXNET-10G-HDRACK,Heavy Duty metal rack chassis for installing MXNet 10G up to 12 transceiver’s or control boxes in a rack (includes 2 blanks),,$513,$359
AVPro Edge,AC-MXNET-10G-HDRACK-BLANK,AC-MXNET-10G-HDRACK-BLANK,Blanks for MXNET 10G Rack - sold individually,,$40,$28
AVPro Edge,AC-MXNET-10G-HDRACK-BRKT,AC-MXNET-10G-HDRACK-BRKT,Brackets for MXNet 10G Rack,,$35,$25
AVPro Edge,AC-MXNET-10G-SW12C,AC-MXNET-10G-SW12C,12X 10G Copper (PoE) and Six 10G/25G SFP28 Stackable Managed Switch,,"$8,435","$5,905"
AVPro Edge,AC-MXNET-10G-SW24C,AC-MXNET-10G-SW24C,24X 10G Copper (PoE++) and Two 40G SFP28 with Six 10G/25G SFP28 Stackable Managed Switch,,"$16,628","$11,640"
AVPro Edge,AC-MXNET-10G-SW24Q,AC-MXNET-10G-SW24Q,24X 10G SFP+ with Two 40G QSFP+ Stackable Managed Switch,,"$13,826","$9,678"
AVPro Edge,AC-MXNET-10G-SW48Q,AC-MXNET-10G-SW48Q,48X 10G SFP+  with Six 40G QSFP+ Stackable Managed Switch,,"$34,376","$24,063"
AVPro Edge,AC-MXNET-10G-TCVR,AC-MXNET-10G-TCVR,10G MXNet SDVOE 4K HDMI AV-over-IP PoE Transceiver (Encoder/Decoder),,"$2,359","$1,652"
AVPro Edge,AC-MXNET-10G-TCVR-AVDM,AC-MXNET-10G-TCVR-AVDM,10G MXNet SDVOE 4K HDMI AV-over-IP PoE Transceiver (Encoder/Decoder) with AVDM downmixing,,"$2,799","$1,960"
AVPro Edge,AC-MXNET-10G-TCVR-PRO,AC-MXNET-10G-TCVR-PRO,10G MXNet SDVOE 4K HDMI AV-over-IP PoE Transceiver (Encoder/Decoder) with the ICRON USB 2.0 and Dante,,"$3,392","$2,374"
AVPro Edge,AC-MXNET-10G-TCVR-TAA,AC-MXNET-10G-TCVR-TAA,TAA Approved! 10G MXNet SDVOE 4K HDMI AV-over-IP PoE Transceiver (Encoder/Decoder),*TAA Approved,"$3,945","$2,762"
AVPro Edge,AC-MXNET-10G-TCVR-USBX,AC-MXNET-10G-TCVR-USBX,10G MXNet SDVOE 4K HDMI AV-over-IP PoE Transceiver (Encoder/Decoder) with the ICRON USB 2.0,,"$2,949","$2,064"
AVPro Edge,AC-MXNET-1G-AVDM-E,AC-MXNET-1G-AVDM-E,"MXNet 1G Encoder; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45 with audio downmixing (7.1 ch)",Not compatible with V2 systems,"$1,680","$1,176"
AVPro Edge,AC-MXNET-1G-AVDM-EV2,AC-MXNET-1G-AVDM-EV2,"MXNet 1G Encoder; Evolution II; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45 with audio downmixing (7.1 ch)",Not compatible with V1 systems,"$1,960","$1,372"
AVPro Edge,AC-MXNET-1G-D,AC-MXNET-1G-D,"MXNet 1G Decoder; HDMI, USB, IR, RS232, Fiber & RJ45",Not compatible with V2 systems,"$1,324",$927
AVPro Edge,AC-MXNET-1G-DANTE-DV2,AC-MXNET-1G-DANTE-DV2,MXnet 1G Decoder; Evolution II; AV-over-IP Decoder with Dante encoding,Not compatible with V1 systems,"$1,990","$1,393"
AVPro Edge,AC-MXNET-1G-DANTE-DV2-TAA,AC-MXNET-1G-DANTE-DV2-TAA,TAA Approved! MXnet 1G Decoder; Evolution II; AV-over-IP Decoder with Dante encoding,*TAA Approved - Not compatible with V1 systems,"$3,155","$2,209"
AVPro Edge,AC-MXNET-1G-DANTE-E,AC-MXNET-1G-DANTE-E,"MXNet 1G Encoder; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45, with DANTE",Not compatible with V2 systems,"$1,726","$1,208"
AVPro Edge,AC-MXNET-1G-DANTE-EV2,AC-MXNET-1G-DANTE-EV2,"MXnet 1G Encoder, Evolution II; AV-over-IP Encoder with Dante encoding",Not compatible with V1 systems,"$1,990","$1,393"
AVPro Edge,AC-MXNET-1G-DANTE-EV2-TAA,AC-MXNET-1G-DANTE-EV2-TAA,"TAA Approved! MXnet 1G Encoder, Evolution II; AV-over-IP Encoder with Dante encoding",*TAA Approved - Not compatible with V1 systems,"$3,155","$2,209"
AVPro Edge,AC-MXNET-1G-DEX-UV2,AC-MXNET-1G-DEX-UV2,"MXNet 1G, Evolution II; USB2.0 over IP Extension (Devices)",*New!*,"$1,035",$725
AVPro Edge,AC-MXNET-1G-D-TAA,AC-MXNET-1G-D-TAA,"TAA Approved! MXNet 1G Decoder; HDMI, USB, IR, RS232, Fiber & RJ45",*TAA Approved - Not compatible with V2 systems,"$2,366","$1,656"
AVPro Edge,AC-MXNET-1G-DV2,AC-MXNET-1G-DV2,MXNet 1G Decoder; Evolution II,Not compatible with V1 systems,"$1,577","$1,104"
AVPro Edge,AC-MXNET-1G-DV2-TAA,AC-MXNET-1G-DV2-TAA,TAA Approved! MXNet 1G Decoder; Evolution II,*TAA Approved - Not compatible with V1 systems,"$2,761","$1,932"
AVPro Edge,AC-MXNET-1G-DV2-W,AC-MXNET-1G-DV2-W,Weatherproof! MXNet 1G Decoder; Evolution II,*Weatherproof - Not compatible with V1 systems,"$3,228","$2,259"
AVPro Edge,AC-MXNET-1G-D-W,AC-MXNET-1G-D-W,"Weatherproof! MXNet 1G Decoder; HDMI, USB, IR, RS232, Fiber & RJ45",*Weatherproof - Not compatible with V2 systems,"$2,154","$1,508"
AVPro Edge,AC-MXNET-1G-E,AC-MXNET-1G-E,"MXNet 1G Encoder; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45",Not compatible with V2 systems,"$1,324",$927
AVPro Edge,AC-MXNET-1G-E-TAA,AC-MXNET-1G-E-TAA,"TAA Approved! MXNet 1G Encoder; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45",*TAA Approved - Not compatible with V2 systems,"$2,366","$1,656"
AVPro Edge,AC-MXNET-1G-EV2,AC-MXNET-1G-EV2,MXNet 1G Encoder; Evolution II,Not compatible with V1 systems,"$1,577","$1,104"
AVPro Edge,AC-MXNET-1G-EV2-TAA,AC-MXNET-1G-EV2-TAA,TAA Approved! MXNet 1G Encoder; Evolution II,*TAA Approved - Not compatible with V1 systems,"$2,761","$1,932"
AVPro Edge,AC-MXNET-1G-EV2WP,AC-MXNET-1G-EV2WP,MXNet 1G Wall Plate Encoder; Evolution II; with switchable HDMI and USB-C inputs - White,Not compatible with V1 systems,"$1,754","$1,228"
AVPro Edge,AC-MXNET-1G-EV2WP-CCB,AC-MXNET-1G-EV2WP-CCB,MXNet 1G Wall Plate Encoder (AC-MXNET-1G-EV2WP) Colour Changing Kit,,$70,$49
AVPro Edge,AC-MXNET-1G-EWP,AC-MXNET-1G-EWP,MXNet 1G Wall Plate Encoder in a standard dual-gang wall plate format,Not compatible with V2 systems,"$1,424",$997
AVPro Edge,AC-MXNET-1G-HEX-UV2,AC-MXNET-1G-HEX-UV2,"MXNet 1G, Evolution II; USB2.0 over IP Extension (Host)",*New!*,"$1,035",$725
AVPro Edge,AC-MXNET-1G-MV41V2,AC-MXNET-1G-MV41V2,"MXNet 1G, Evolution II; 4k@60 4:4:4 IP Multiviewer - displays up to four 4K60 AV over IP streams in customizable layouts with flexible scaling.",Not compatible with V1 systems,"$9,616","$6,731"
AVPro Edge,AC-MXNET-1G-R15,AC-MXNET-1G-R15,"MXNet 1G rack mount solution, able to hold 15 products, takes up 6U in the rack",,$638,$446
AVPro Edge,AC-MXNET-1G-R15-BLANK,AC-MXNET-1G-R15-BLANK,MXNet 1G Rack blanks - sold individually,,$39,$27
AVPro Edge,AC-MXNET-1G-R15-BRKT,AC-MXNET-1G-R15-BRKT,MXNet 1G Rack brackets,,$35,$25
AVPro Edge,AC-MXNET-1G-R2,AC-MXNET-1G-R2,MXNet Dual unit 2U rack mount for 1G Encoders and Decoders,,$369,$258
AVPro Edge,AC-MXNET-CBOX-HA,AC-MXNET-CBOX-HA,MXNet 1G Control Box for Video over IP Systems with RS232 & Ethernet control ports - HA port for connected two units for redundancy,Formerly AC-MXNET-CBOX / AC-MXNET-CBOX-B,"$1,103",$772
AVPro Edge,AC-MXNET-CBOX-HA-TAA,AC-MXNET-CBOX-HA-TAA,TAA Approved! MXNet 1G Control Box for Video over IP Systems with RS232 & Ethernet control ports - HA port for connected two units for redundancy,*TAA Approved,"$1,576","$1,103"
AVPro Edge,AC-MXNET-POE-PSU24,AC-MXNET-POE-PSU24,MXNet 10G PoE Provider for MXNET End Points and 48v Fiber Extenders,,"$1,866","$1,306"
AVPro Edge,AC-MXNET-STACK-1M,AC-MXNET-STACK-1M,MXNet High Speed DAC Stacking Cable Copper 1m (10G),,$52,$37
AVPro Edge,AC-MXNET-STACK-2M,AC-MXNET-STACK-2M,MXNet High Speed DAC Stacking Cable Copper 2m (10G),,$117,$82
AVPro Edge,AC-MXNET-STACK-3M,AC-MXNET-STACK-3M,MXNet High Speed DAC Stacking Cable Copper 3m (10G),,$140,$98
AVPro Edge,AC-MXNET-STACK-JUMP,AC-MXNET-STACK-JUMP,MXNet High Speed DAC Optic Link Cable 0.5m (10G),,$50,$35
AVPro Edge,AC-MXNET-SW10,AC-MXNET-SW10,"MXNet 10-Port Network Switch (1G/10G) w/Intellegent AV Processing, 8 PoE ports & 2 SFP ports. ",*Special pricing for SOH only,"$1,123",$786
AVPro Edge,AC-MXNET-SW24,AC-MXNET-SW24,"MXNet 24-Port RJ45 switch (1G) w/ Intelligent AV Processing, 24 PoE ports & 4 SFP+",,"$6,077","$4,254"
AVPro Edge,AC-MXNET-SW24E,AC-MXNET-SW24E,MXNet E-series 24 port 1G (copper) switch with 4×1G SFP stacking ports,*New!*,"$3,996","$2,797"
AVPro Edge,AC-MXNET-SW48,AC-MXNET-SW48,"MXNet 48-Port RJ45 switch (1G) w/ Intelligent AV Processing, 48 PoE ports & 4 SFP+",,"$12,158","$8,511"
AVPro Edge,AC-MXNET-SW48E,AC-MXNET-SW48E,MXNet E-series 48 port 1G (copper) switch with 6×10G SFP+ stacking ports,*New!*,"$9,597","$6,718"
AVPro Edge,AC-MXNET-SW8P,AC-MXNET-SW8P,MXNet 12-Port Network Switch (1G/10G) with 8 copper ports PoE and 4 fiber ports,Formerly AC-MXNET-SW12,"$2,562","$1,794"
AVPro Edge,AC-MXNET-USP-ES,AC-MXNET-USP-ES,MXnet USP Essential - 1080p60 H.265/264 AVoIP Transceiver | AVPro Flow | 4-Window,*New!*,"$1,708","$1,196"
AVPro Edge,AC-MXNET-USP-PL,AC-MXNET-USP-PL,MXnet USP Plus - 4K60 H.265/264 AVoIP Transceiver | AVPro Flow | 7-Window Multiview,*New!*,"$2,470","$1,729"
AVPro Edge,AC-MXNET-USP-PR,AC-MXNET-USP-PR,MXnet USP Pro - 4K60 H.265/264 AVoIP Pro Transceiver | AVPro Flow | USB-C + HDMI,*New!*,"$3,231","$2,262"
AVPro Edge,AC-PSU-12V-2A-5M,AC-PSU-12V-2A-5M,"PSU locking connector for EX70-UHD-BKT, EXUSB-2-KIT, DA18, DA28, CONVERT-HDDP, MX-82, MX-82RM, FRESCO-CAP-4",Formerly AC-PSU-12V-2A,$153,$107
AVPro Edge,AC-PSU-12V-2A-L,AC-PSU-12V-2A-L,"PSU locking connector for AC-AEX-KIT, AC-AEX-DEARC-KIT, AC-AEX-RC-HUB, AC-CONVERT-HDDP, AC-CXWP-HDMO-BKT, AC-DA-12X2, AC-DA-14X2, AC-DA-18X2, AC-DA18-AUHD-GEN2, AC-DA28-AUHD, AC-EXUSB-2-KIT, AC-EX70-UHD-BKT, AC-FRESCO-CAP-4, AC-MX-82, AC-MX-82RM, Murideo 7G, 8k Murideo 7G, AC-MXNET-CBOX, AC-MXNET-CBOX-B, AC-MXNET-CBOX-HA, AC-MXNET-10G-CBOX, AC-MXNET-1G-E, AC-MXNET-1G-AVDM-E, AC-MXNET-1G-DANTE-E, AC-MXNET-1G-D, AC-MXNET-1G-EV2, AC-MXNET-1G-DV2, AC-MXNET-1G-AVDM-EV2, AC-MXNET-1G-DANTE-EV2, AC-MXNET-1G-DANTE-DV2, AC-MXNET-10G-TCVR, AC-MXNET-10G-TCVR-AVDM, AC-MXNET-10G-TCVR-PRO, AC-MXNET-10G-TCVR-USBX",Formerly AC-MXNET-1G-12VPSU,$153,$107
